                        x                    pi(x)      Delta(x)
                       66.66                    18     -0.3385277838338417977516191916230738105653
                       66.67                    18     -0.3396341816573596869195164401315814576521
                       66.68                    18     -0.3407404621830717580066583719803152572804
                       66.69                    18     -0.3418466254410604451356594361832195080508
                       66.70                    18     -0.3429526714613963865758134206240486631979
                       66.71                    18     -0.3440586002741384308853104719005146844109
                       66.72                    18     -0.3451644119093336430495090750274724917744
                       66.73                    18     -0.3462701063970173106152659702877145930698
                       66.74                    18     -0.3473756837672129498213269819777349185794
                       66.75                    18     -0.3484811440499323117247817312569748071815
                       66.76                    18     -0.3495864872751753883235852027725787007388
                       66.77                    18     -0.3506917134729304186751491321975611234713
                       66.78                    18     -0.3517968226731738950110061792885176701850
                       66.79                    18     -0.3529018149058705688475498485395987229976
                       66.80                    18     -0.3540066902009734570928531169824031837532
                       66.81                    18     -0.3551114485884238481495687261567383739306
                       66.82                    18     -0.3562160900981513080139140927548291428918
                       66.83                    18     -0.3573206147600736863707437899215418682493
                       66.84                    18     -0.3584250226040971226847125486755151604841
                       66.85                    18     -0.3595293136601160522875317264007564313577
                       66.86                    18     -0.3606334879580132124613221868452697878271
                       66.87                    18     -0.3617375455276596485180665335526237078892
                       66.88                    18     -0.3628414863989147198751636361440443819174
                       66.89                    18     -0.3639453106016261061270883863626302045515
                       66.90                    18     -0.3650490181656298131131596182876224220986
                       66.91                    18     -0.3661526091207501789814191246253341247877
                       66.92                    18     -0.3672560834967998802486246984843323702791
                       66.93                    18     -0.3683594413235799378563601275457839848101
                       66.94                    18     -0.3694626826308797232232650650455122635809
                       66.95                    18     -0.3705658074484769642933876994922671368448
                       66.96                    18     -0.3716688158061377515806631425569831391299
                       66.97                    18     -0.3727717077336165442095204520803854746118
                       66.98                    18     -0.3738744832606561759516212046612023724824
                       66.99                    18     -0.3749771424169878612587325298044495348805
                       67.00                    19     -0.1192372047323052586175615202681785081148
                       67.01                    19     +0.1364827503800259070907354690348322750930
                       67.02                    19     +0.1353603444123854097874372416107443994355
                       67.03                    19     +0.1342380578342481576000073102881816499260
                       67.04                    19     +0.1331158906150750439612246741595208712724
                       67.05                    19     +0.1319938427243388841054915550311481172617
                       67.06                    19     +0.1308719141315244088949085081117649516953
                       67.07                    19     +0.1297501048061282586492899470762527009163
                       67.08                    19     +0.1286284147176589769801171312824417586628
                       67.09                    19     +0.1275068438356370046284256654162607018987
                       67.10                    19     +0.1263853921295946733066245643365691269737
                       67.11                    19     +0.1252640595690761995442439383845109457350
                       67.12                    19     +0.1241428461236376785376083569134635759014
                       67.13                    19     +0.1230217517628470780034329502846052020116
                       67.14                    19     +0.1219007764562842320363393130597792535357
                       67.15                    19     +0.1207799201735408349702882736077046243040
                       67.16                    19     +0.1196591828842204352439265978216641193423
                       67.17                    19     +0.1185385645579384292698446971266043366359
                       67.18                    19     +0.1174180651643220553077424134310998454829
                       67.19                    19     +0.1162976846730103873414999561548752811993
                       67.20                    19     +0.1151774230536543289601510689355430073230
                       67.21                    19     +0.1140572802759166072427555060889034685362
                       67.22                    19     +0.1129372563094717666471679013655724357220
                       67.23                    19     +0.1118173511240061629027001140128461924380
                       67.24                    19     +0.1106975646892179569066741396145944911945
                       67.25                    19     +0.1095778969748171086248626756435839779531
                       67.26                    19     +0.1084583479505253709958144341199839019223
                       67.27                    19     +0.1073389175860762838390612962268934508431
                       67.28                    19     +0.1062196058512151677672044061885581333866
                       67.29                    19     +0.1051004127156991181018763041695134219953
                       67.30                    19     +0.1039813381492969987935762004032095214962
                       67.31                    19     +0.1028623821217894363453754952067337892127
                       67.32                    19     +0.1017435446029688137404906519840591472697
                       67.33                    19     +0.1006248255626392643737205327638099415820
                       67.34                    19     +0.0995062249706166659867453082588532569786
                       67.35                    19     +0.0983877427967286346072840568740958344454
                       67.36                    19     +0.0972693790108145184921081695256965930833
                       67.37                    19     +0.0961511335827253920739076795694944726352
                       67.38                    19     +0.0950330064823240499120076395688030170109
                       67.39                    19     +0.0939149976794850006469316690618389478744
                       67.40                    19     +0.0927971071440944609588097999169340608857
                       67.41                    19     +0.0916793348460503495296277482893302445304
                       67.42                    19     +0.0905616807552622810093147446167783996360
                       67.43                    19     +0.0894441448416515599856670555123556517511
                       67.44                    19     +0.0883267270751511749581043338318836217544
                       67.45                    19     +0.0872094274257057923152559356100757736266
                       67.46                    19     +0.0860922458632717503163743449740661116491
                       67.47                    19     +0.0849751823578170530765728505552768698355
                       67.48                    19     +0.0838582368793213645558846193306714397326
                       67.49                    19     +0.0827414093977760025521403162323127324859
                       67.50                    19     +0.0816246998831839326976614202698085790202
                       67.51                    19     +0.0805081083055597624597663903136767481705
                       67.52                    19     +0.0793916346349297351450868360889048145833
                       67.53                    19     +0.0782752788413317239076908523270165422236
                       67.54                    19     +0.0771590408948152257610106764217887695390
                       67.55                    19     +0.0760429207654413555935718323283930909858
                       67.56                    19     +0.0749269184232828401885209258381670270917
                       67.57                    19     +0.0738110338384240122469492587514519599613
                       67.58                    19     +0.0726952669809608044150094318589719797013
                       67.59                    19     +0.0715796178210007433148221090280710343365
                       67.60                    19     +0.0704640863286629435791701170737774941731
                       67.61                    19     +0.0693486724740781018899770584761275221558
                       67.62                    19     +0.0682333762273884910205676163844535735532
                       67.63                    19     +0.0671181975587479538817067337264340184138
                       67.64                    19     +0.0660031364383218975714148506146063738930
                       67.65                    19     +0.0648881928362872874285563866157720341051
                       67.66                    19     +0.0637733667228326410901986568192667740586
                       67.67                    19     +0.0626586580681580225527384130084407610704
                       67.68                    19     +0.0615440668424750362367932036058864095150
                       67.69                    19     +0.0604295930160068210558547484269742386606
                       67.70                    19     +0.0593152365589880444887015266381080126092
                       67.71                    19     +0.0582009974416648966555677786757929280467
                       67.72                    19     +0.0570868756342950843980661252401265397889
                       67.73                    19     +0.0559728711071478253628610088316735442956
                       67.74                    19     +0.0548589838305038420890901656538745438216
                       67.75                    19     +0.0537452137746553560995313380541675532440
                       67.76                    19     +0.0526315609099060819955114400258713505174
                       67.77                    19     +0.0515180252065712215555553906395938709731
                       67.78                    19     +0.0504046066349774578377718326174887642181
                       67.79                    19     +0.0492913051654629492859729556060910272799
                       67.80                    19     +0.0481781207683773238395256460437203540698
                       67.81                    19     +0.0470650534140816730469311878565505525296
                       67.82                    19     +0.0459521030729485461831307405534071284501
                       67.83                    19     +0.0448392697153619443705338236231749684950
                       67.84                    19     +0.0437265533117173147037670384703760221665
                       67.85                    19     +0.0426139538324215443781402614540150291763
                       67.86                    19     +0.0415014712478929548218275439221917089524
                       67.87                    19     +0.0403891055285612958317599574602424649538
                       67.88                    19     +0.0392768566448677397132276248933055983841
                       67.89                    19     +0.0381647245672648754231881799052033122144
                       67.90                    19     +0.0370527092662167027172789004544034537190
                       67.91                    19     +0.0359408107121986263005297634845660267167
                       67.92                    19     +0.0348290288756974499817746707417960362595
                       67.93                    19     +0.0337173637272113708317580978232172396251
                       67.94                    19     +0.0326058152372499733449344208918528973130
                       67.95                    19     +0.0314943833763342236049571778010516736269
                       67.96                    19     +0.0303830681149964634538555226778314537938
                       67.97                    19     +0.0292718694237804046648951353185330470514
                       67.98                    19     +0.0281607872732411231191208490520815544725
                       67.99                    19     +0.0270498216339450529855782630259476164205
                       68.00                    19     +0.0259389724764699809052116071675858355035
                       68.01                    19     +0.0248282397714050401784351303697054129505
                       68.02                    19     +0.0237176234893507049563752847412004538536
                       68.03                    19     +0.0226071236009187844357809810569365022465
                       68.04                    19     +0.0214967400767324170575991928288576712316
                       68.05                    19     +0.0203864728874260647092131887080472451807
                       68.06                    19     +0.0192763220036455069303406752124458574557
                       68.07                    19     +0.0181662873960478351225891340579072933011
                       68.08                    19     +0.0170563690353014467626656406511546369221
                       68.09                    19     +0.0159465668920860396192384525819908757806
                       68.10                    19     +0.0148368809370926059734476592288201935234
                       68.11                    19     +0.0137273111410234268430621858661510235429
                       68.12                    19     +0.0126178574745920662102804479352814939933
                       68.13                    19     +0.0115085199085233652531719534098141663388
                       68.14                    19     +0.0103992984135534365807571534560119455599
                       68.15                    19     +0.0092901929604296584717228438542927115324
                       68.16                    19     +0.0081812035199106691167704219123685765343
                       68.17                    19     +0.0070723300627663608645943058626687002179
                       68.18                    19     +0.0059635725597778744714878259967442757777
                       68.19                    19     +0.0048549309817375933545738990473426226865
                       68.20                    19     +0.0037464052994491378486577995847562636970
                       68.21                    19     +0.0026379954837273594666993444479044064062
                       68.22                    19     +0.0015297015053983351639018084823903703465
                       68.23                    19     +0.0004215233352993616054148921075011752692
                       68.24                    19     -0.0006865390557210505623509365182232908277
                       68.25                    19     -0.0017944856968031824368013997176224019716
                       68.26                    19     -0.0029023166170761125806293416429749263756
                       68.27                    19     -0.0040100318456577227396823032512252498720
                       68.28                    19     -0.0051176314116547035572294091666787591374
                       68.29                    19     -0.0062251153441625602846302324540860606273
                       68.30                    19     -0.0073324836722656184884083010897019835035
                       68.31                    19     -0.0084397364250370297537319076846192907114
                       68.32                    19     -0.0095468736315387773843048817834367420750
                       68.33                    19     -0.0106538953208216820986699818321246589576
                       68.34                    19     -0.0117608015219254077229275616817964756421
                       68.35                    19     -0.0128675922638784668798721642699799738466
                       68.36                    19     -0.0139742675756982266745496928979050312675
                       68.37                    19     -0.0150808274863909143762378083012838220760
                       68.38                    19     -0.0161872720249516230968521974930525380291
                       68.39                    19     -0.0172936012203643174657813581395689062416
                       68.40                    19     -0.0183998151016018393011525400168151184384
                       68.41                    19     -0.0195059136976259132775314828802393132072
                       68.42                    19     -0.0206118970373871525900585878709785257223
                       68.43                    19     -0.0217177651498250646150241573723400987471
                       68.44                    19     -0.0228235180638680565668853360235749963458
                       68.45                    19     -0.0239291558084334411517273833931533413636
                       68.46                    19     -0.0250346784124274422171719066109478748547
                       68.47                    19     -0.0261400859047452003987346790579429775338
                       68.48                    19     -0.0272453783142707787626356690133134690713
                       68.49                    19     -0.0283505556698771684450638999619566815005
                       68.50                    19     -0.0294556180004262942878997620708113607900
                       68.51                    19     -0.0305605653347690204708973921495558601875
                       68.52                    19     -0.0316653977017451561403297372205439264639
                       68.53                    19     -0.0327701151301834610340989146341072236576
                       68.54                    19     -0.0338747176489016511033144794786276681154
                       68.55                    19     -0.0349792052867064041303422078500577450805
                       68.56                    19     -0.0360835780723933653433260023628413241116
                       68.57                    19     -0.0371878360347471530271855241034591733337
                       68.58                    19     -0.0382919792025413641310921530490904777763
                       68.59                    19     -0.0393960076045385798724258767971422835063
                       68.60                    19     -0.0404999212694903713372157052766510073132
                       68.61                    19     -0.0416037202261373050770662069398020635520
                       68.62                    19     -0.0427074045032089487025727597610433593348
                       68.63                    19     -0.0438109741294238764732281082024839923263
                       68.64                    19     -0.0449144291334896748838228151374690494155
                       68.65                    19     -0.0460177695441029482473421955594030487741
                       68.66                    19     -0.0471209953899493242743623167400563932883
                       68.67                    19     -0.0482241066997034596489476473407293128462
                       68.68                    19     -0.0493271035020290456010529358207642710319
                       68.69                    19     -0.0504299858255788134754318963309888047181
                       68.70                    19     -0.0515327536989945402970552781247343609365
                       68.71                    19     -0.0526354071509070543330408923661110040560
                       68.72                    19     -0.0537379462099362406510981680642209993082
                       68.73                    19     -0.0548403709046910466744898067129643493863
                       68.74                    19     -0.0559426812637694877335131030690244843234
                       68.75                    19     -0.0570448773157586526135034973555205979546
                       68.76                    19     -0.0581469590892347090993629220356727055964
                       68.77                    19     -0.0592489266127629095166155041596444874783
                       68.78                    19     -0.0603507799148975962689931821485055030376
                       68.79                    19     -0.0614525190241822073725537937419865362857
                       68.80                    19     -0.0625541439691492819863341897013877876630
                       68.81                    19     -0.0636556547783204659395409257256374904674
                       68.82                    19     -0.0647570514802065172552810829070864291464
                       68.83                    19     -0.0658583341033073116708357649241599033128
                       68.84                    19     -0.0669595026761118481544788180404710478596
                       68.85                    19     -0.0680605572270982544188433178544262203033
                       68.86                    19     -0.0691614977847337924308383646197225375465
                       68.87                    19     -0.0702623243774748639181187268354477233977
                       68.88                    19     -0.0713630370337670158721098706847413549433
                       68.89                    19     -0.0724636357820449460475909107831625115111
                       68.90                    19     -0.0735641206507325084588380155820298774688
                       68.91                    19     -0.0746644916682427188723307986580546742184
                       68.92                    19     -0.0757647488629777602960242250085725439258
                       68.93                    19     -0.0768648922633289884651885593615958259599
                       68.94                    19     -0.0779649218976769373248198814017507066335
                       68.95                    19     -0.0790648377943913245086236907069326352876
                       68.96                    19     -0.0801646399818310568145741220862063384152
                       68.97                    19     -0.0812643284883442356770512899070918834936
                       68.98                    19     -0.0823639033422681626355592778999137023029
                       68.99                    19     -0.0834633645719293448000272888283434383151
                       69.00                    19     -0.0845627122056435003126964663186380945039
                       69.01                    19     -0.0856619462717155638065948990453603886615
                       69.02                    19     -0.0867610667984396918606033153785666367081
                       69.03                    19     -0.0878600738140992684511139745065570459980
                       69.04                    19     -0.0889589673469669104002852579593021773901
                       69.05                    19     -0.0900577474253044728208944633705856957417
                       69.06                    19     -0.0911564140773630545577913002317355440771
                       69.07                    19     -0.0922549673313830036259545853065515192618
                       69.08                    19     -0.0933534072155939226451546332956750705989
                       69.09                    19     -0.0944517337582146742712238362591851630588
                       69.10                    19     -0.0955499469874533866239379232286404212851
                       69.11                    19     -0.0966480469315074587115103893641206782307
                       69.12                    19     -0.0977460336185635658517025819380486740887
                       69.13                    19     -0.0988439070767976650895519283556931696641
                       69.14                    19     -0.0999416673343750006117207893522663377110
                       69.15                    19     -0.1010393144194501091574684184384291620038
                       69.16                    19     -0.1021368483601668254262485065998068946719
                       69.17                    19     -0.1032342691846582874819347891917905869570
                       69.18                    19     -0.1043315769210469421536771899084585081115
                       69.19                    19     -0.1054287715974445504333909746438910943936
                       69.20                    19     -0.1065258532419521928698813860054731194850
                       69.21                    19     -0.1076228218826602749596062271819752453014
                       69.22                    19     -0.1087196775476485325340788618142821959254
                       69.23                    19     -0.1098164202649860371439140944635846968047
                       69.24                    19     -0.1109130500627312014395193942206752376369
                       69.25                    19     -0.1120095669689317845484339219506818534407
                       69.26                    19     -0.1131059710116248974493178196201376787743
                       69.27                    19     -0.1142022622188370083425942181077152212182
                       69.28                    19     -0.1152984406185839480177464178562513300550
                       69.29                    19     -0.1163945062388709152172726946818499142280
                       69.30                    19     -0.1174904591076924819973011810158728014877
                       69.31                    19     -0.1185862992530325990848672708175129411714
                       69.32                    19     -0.1196820267028646012318559943583866510258
                       69.33                    19     -0.1207776414851512125656118070461810102597
                       69.34                    19     -0.1218731436278445519362182344218470246881
                       69.35                    19     -0.1229685331588861382604498134341370551402
                       69.36                    19     -0.1240638101062068958623987680664444286860
                       69.37                    19     -0.1251589744977271598107788553639123667926
                       69.38                    19     -0.1262540263613566812529088158836365900217
                       69.39                    19     -0.1273489657249946327453778605674894217837
                       69.40                    19     -0.1284437926165296135813956240156411420816
                       69.41                    19     -0.1295385070638396551148290121192449659120
                       69.42                    19     -0.1306331090947922260809283699929835714911
                       69.43                    19     -0.1317275987372442379137453941322458138735
                       69.44                    19     -0.1328219760190420500602452107056103646284
                       69.45                    19     -0.1339162409680214752911150398810567544829
                       69.46                    19     -0.1350103936120077850082718640739019013656
                       69.47                    19     -0.1361044339788157145490715159958699208701
                       69.48                    19     -0.1371983620962494684872216003779430812541
                       69.49                    19     -0.1382921779921027259304006612347104238014
                       69.50                    19     -0.1393858816941586458145860045348260664727
                       69.51                    19     -0.1404794732301898721950925841409097906762
                       69.52                    19     -0.1415729526279585395343253568827664257801
                       69.53                    19     -0.1426663199152162779862475106301660434086
                       69.54                    19     -0.1437595751197042186775669672356123049879
                       69.55                    19     -0.1448527182691529989856435602235297244958
                       69.56                    19     -0.1459457493912827678131192851101203685920
                       69.57                    19     -0.1470386685138031908592740182477748746298
                       69.58                    19     -0.1481314756644134558881090980993698814439
                       69.59                    19     -0.1492241708708022779931611608610422979296
                       69.60                    19     -0.1503167541606479048590486203670985415468
                       69.61                    19     -0.1514092255616181220197531802275922259403
                       69.62                    19     -0.1525015851013702581136387641677850284265
                       69.63                    19     -0.1535938328075511901352102485591908903812
                       69.64                    19     -0.1546859687077973486836143791541915644257
                       69.65                    19     -0.1557779928297347232078852520603000912448
                       69.66                    19     -0.1568699052009788672489367370160363370197
                       69.67                    19     -0.1579617058491349036783042190580635225850
                       69.68                    19     -0.1590533948017975299336380326987150019413
                       69.69                    19     -0.1601449720865510232509509607643146767067
                       69.70                    19     -0.1612364377309692458936221680777606421483
                       69.71                    19     -0.1623277917626156503781599382036982289188
                       69.72                    19     -0.1634190342090432846967255795112538134517
                       69.73                    19     -0.1645101650977947975364208648477329017327
                       69.74                    19     -0.1656011844564024434953413671569033300440
                       69.75                    19     -0.1666920923123880882953980514174852581066
                       69.76                    19     -0.1677828886932632139919094813212522422706
                       69.77                    19     -0.1688735736265289241799669971557103580964
                       69.78                    19     -0.1699641471396759491975752194036633835339
                       69.79                    19     -0.1710546092601846513255702306210897482570
                       69.80                    19     -0.1721449600155250299843177862056495954893
                       69.81                    19     -0.1732351994331567269271939027208061854242
                       69.82                    19     -0.1743253275405290314308501704949832912765
                       69.83                    19     -0.1754153443650808854822661352713874988941
                       69.84                    19     -0.1765052499342408889625910917420997191255
                       69.85                    19     -0.1775950442754273048277776298597820607994
                       69.86                    19     -0.1786847274160480642860092728818527948672
                       69.87                    19     -0.1797742993835007719719245441652517722377
                       69.88                    19     -0.1808637602051727111176397977949496459575
                       69.89                    19     -0.1819531099084408487205731461961449011236
                       69.90                    19     -0.1830423485206718407080718159486413233424
                       69.91                    19     -0.1841314760692220370988452610922034503529
                       69.92                    19     -0.1852204925814374871612063612837470648926
                       69.93                    19     -0.1863093980846539445681230302410342149147
                       69.94                    19     -0.1873981926061968725490825579831059063394
                       69.95                    19     -0.1884868761733814490387710084549988217596
                       69.96                    19     -0.1895754488135125718225699922033534956014
                       69.97                    19     -0.1906639105538848636788731318503286434791
                       69.98                    19     -0.1917522614217826775182245361957881237608
                       69.99                    19     -0.1928405014444801015192815968620216271825
                       70.00                    19     -0.1939286306492409642616044194812959717893
                       70.01                    19     -0.1950166490633188398552741995143091532334
                       70.02                    19     -0.1961045567139570530673428508771323937903
                       70.03                    19     -0.1971923536283886844451161936454746782324
                       70.04                    19     -0.1982800398338365754362730051980879933772
                       70.05                    19     -0.1993676153575133335058222372558480347590
                       70.06                    19     -0.2004550802266213372499006993694928440781
                       70.07                    19     -0.2015424344683527415064135075071790320880
                       70.08                    19     -0.2026296781098894824625195944929202621922
                       70.09                    19     -0.2037168111784032827589645771486038606208
                       70.10                    19     -0.2048038337010556565912632730956371216192
                       70.11                    19     -0.2058907457049979148077341582773534341552
                       70.12                    19     -0.2069775472173711700043880543701081153698
                       70.13                    19     -0.2080642382653063416166733333595131420721
                       70.14                    19     -0.2091508188759241610080799246684971732958
                       70.15                    19     -0.2102372890763351765556044083358307041617
                       70.16                    19     -0.2113236488936397587320784758574242354622
                       70.17                    19     -0.2124098983549281051853630384180883375191
                       70.18                    19     -0.2134960374872802458144102603585367855424
                       70.19                    19     -0.2145820663177660478421957938412159031022
                       70.20                    19     -0.2156679848734452208855234887990532281323
                       70.21                    19     -0.2167537931813673220217048503734349714216
                       70.22                    19     -0.2178394912685717608521155141716428316669
                       70.23                    19     -0.2189250791620878045626310077996049262992
                       70.24                    19     -0.2200105568889345829809440652531412574382
                       70.25                    19     -0.2210959244761210936307657588799096230392
                       70.26                    19     -0.2221811819506462067829127117549815716937
                       70.27                    19     -0.2232663293394986705032826514453982543010
                       70.28                    19     -0.2243513666696571156977205642731712171989
                       70.29                    19     -0.2254362939680900611537777073220016811039
                       70.30                    19     -0.2265211112617559185793657335704920317466
                       70.31                    19     -0.2276058185776029976383081836738134862838
                       70.32                    19     -0.2286904159425695109827915960566725709083
                       70.33                    19     -0.2297749033835835792827184851229845275744
                       70.34                    19     -0.2308592809275632362519644355319124409808
                       70.35                    19     -0.2319435486014164336715415586358651220332
                       70.36                    19     -0.2330277064320410464096705553236629836106
                       70.37                    19     -0.2341117544463248774387636276613776828126
                       70.38                    19     -0.2351956926711456628493204798743265667267
                       70.39                    19     -0.2362795211333710768607396473663553334495
                       70.40                    19     -0.2373632398598587368290473906268701954750
                       70.41                    19     -0.2384468488774562082515463890320825990314
                       70.42                    19     -0.2395303482130010097683864677046036024482
                       70.43                    19     -0.2406137378933206181610595887548697426555
                       70.44                    19     -0.2416970179452324733478213363888960164715
                       70.45                    19     -0.2427801883955439833760411235295328690024
                       70.46                    19     -0.2438632492710525294114833457627512133397
                       70.47                    19     -0.2449462005985454707245217065864909034455
                       70.48                    19     -0.2460290424048001496732889361072821468268
                       70.49                    19     -0.2471117747165838966837641234991844780215
                       70.50                    19     -0.2481943975606540352267998817105825222838
                       70.51                    19     -0.2492769109637578867920915610770302669360
                       70.52                    19     -0.2503593149526327758590907266726443329350
                       70.53                    19     -0.2514416095540060348648651124085102101104
                       70.54                    19     -0.2525237947945950091689072630641819966248
                       70.55                    19     -0.2536058707011070620148940736176242783451
                       70.56                    19     -0.2546878373002395794893994334198628104120
                       70.57                    19     -0.2557696946186799754775621809431770362686
                       70.58                    19     -0.2568514426831056966157115730158806152028
                       70.59                    19     -0.2579330815201842272409524706425944460394
                       70.60                    19     -0.2590146111565730943377124416964185914739
                       70.61                    19     -0.2600960316189198724812529789585534456655
                       70.62                    19     -0.2611773429338621887781470301717048696321
                       70.63                    19     -0.2622585451280277278037250349660312687417
                       70.64                    19     -0.2633396382280342365364916617104511297269
                       70.65                    19     -0.2644206222604895292895154355378257982238
                       70.66                    19     -0.2655014972519914926387934469898626904268
                       70.67                    19     -0.2665822632291280903485933289265471241421
                       70.68                    19     -0.2676629202184773682937746875455049569114
                       70.69                    19     -0.2687434682466074593790921715589216650618
                       70.70                    19     -0.2698239073400765884554823617794948221294
                       70.71                    19     -0.2709042375254330772333366615723745742195
                       70.72                    19     -0.2719844588292153491927623668371491011170
                       70.73                    19     -0.2730645712779519344908340923926576344782
                       70.74                    19     -0.2741445748981614748658377298477608188344
                       70.75                    19     -0.2752244697163527285385091102531654895481
                       70.76                    19     -0.2763042557590245751102695430429867479049
                       70.77                    19     -0.2773839330526660204584604009899329823188
                       70.78                    19     -0.2784635016237562016285789191148176627982
                       70.79                    19     -0.2795429614987643917235173737095337714699
                       70.80                    19     -0.2806223127041500047898078058526710747043
                       70.81                    19     -0.2817015552663626007008744520186115433221
                       70.82                    19     -0.2827806892118418900372960426042025390856
                       70.83                    19     -0.2838597145670177389640801274219793622688
                       70.84                    19     -0.2849386313583101741049515854353868521287
                       70.85                    19     -0.2860174396121293874136574742395324066350
                       70.86                    19     -0.2870961393548757410422903730206884983848
                       70.87                    19     -0.2881747306129397722066323709590499702898
                       70.88                    19     -0.2892532134127021980485218512721385588678
                       70.89                    19     -0.2903315877805339204952452193307326778141
                       70.90                    19     -0.2914098537427960311159557215152829644450
                       70.91                    19     -0.2924880113258398159751214997184519125579
                       70.92                    19     -0.2935660605560067604830050246386875546797
                       70.93                    19     -0.2946440014596285542431760492506050834997
                       70.94                    19     -0.2957218340630270958970602220804049868952
                       70.95                    19     -0.2967995583925144979655254981586001852313
                       70.96                    19     -0.2978771744743930916875084837679562768935
                       70.97                    19     -0.2989546823349554318556828493517667931160
                       70.98                    19     -0.3000320820004843016491719431963878123786
                       70.99                    19     -0.3011093734972527174633077367523418657343
                       71.00                    20     -0.0492430422102907771519079988380757997455
                       71.01                    20     +0.2026044879893161397453675276831308018588
                       71.02                    20     +0.2015086144550170582074709779305267666213
                       71.03                    20     +0.2004128518010679665176651331410492760258
                       71.04                    20     +0.1993172000005017177781317371636407978707
                       71.05                    20     +0.1982216590263611815489515656202715279549
                       71.06                    20     +0.1971262288516992389055690982788264084344
                       71.07                    20     +0.1960309094495787774992698611493056355395
                       71.08                    20     +0.1949357007930726866206682747098393295798
                       71.09                    20     +0.1938406028552638522662038464346755926337
                       71.10                    20     +0.1927456156092451522076435475603755725856
                       71.11                    20     +0.1916507390281194510645882157889408902246
                       71.12                    20     +0.1905559730849995953799808273875093715411
                       71.13                    20     +0.1894613177530084086986144839035859613169
                       71.14                    20     +0.1883667730052786866486379604725284763297
                       71.15                    20     +0.1872723388149531920260566644501839853290
                       71.16                    20     +0.1861780151551846498822268548581725752709
                       71.17                    20     +0.1850838019991357426143409748823425746460
                       71.18                    20     +0.1839896993199791050589019514163764491507
                       71.19                    20     +0.1828957070908973195881843173924110551240
                       71.20                    20     +0.1818018252850829112096800143888512233446
